DARDEN RESTAURANTS INCO ORDSHS;B;DRI-RM;1;0.001
Dominion Energy Inc ORD SHS;B;D-RM;1;0.001
Duke Energy Corp ORD SHS;B;DUK-RM;1;0.001
DaVita Inc ORD SHS;B;DVA-RM;1;0.001
Devon Energy Ord Shs;B;DVN-RM;1;0.001
DexCom Inc;B;DXCM-RM;1;0.001
DXC Technology Co ORD SHS;B;DXC-RM;1;0.001
Electronic Arts Inc;B;EA-RM;1;0.001
eBay Inc;B;EBAY-RM;1;0.001
Ecolab Inc;B;ECL-RM;1;0.001
Consolidated Edison Ord Shs;B;ED-RM;1;0.001
Equifax Inc ORD SHS;B;EFX-RM;1;0.001
eHealth Inc;B;EHTH-RM;1;0.001
Edison International ORD SHS;B;EIX-RM;1;0.001
Estee Lauder Co Inc ORDSH CL A;B;EL-RM;1;0.001
Eastman Chemical Comp ORD SHS;B;EMN-RM;1;0.001
Emerson Electric Co;B;EMR-RM;1;0.001
Enphase Energy Ord Shs;B;ENPH-RM;1;0.001
EOG Resources Inc ORD SHS;B;EOG-RM;1;0.001
EQT Corporation ORD SHS;B;EQT-RM;1;0.001
Eversource Energy ORD SHS;B;ES-RM;1;0.001
Entergy CorporationORD SHS;B;ETR-RM;1;0.001
Etsy Inc ORD SHS;B;ETSY-RM;1;0.001
Evergy Inc ORD SHS;B;EVRG-RM;1;0.001
Edwards Lifesciences Co Ordshs;B;EW-RM;1;0.001
Exelon Corporation ORD SHS;B;EXC-RM;1;0.001
Expeditors Ord Shs;B;EXPD-RM;1;0.001
Expedia Group Inc ORD SHS;B;EXPE-RM;1;0.001
Diamondback Energy ORD SHS;B;FANG-RM;1;0.001
Fastenal Company ORD SHS;B;FAST-RM;1;0.001
Fortune Bran Home Sec  ORD SHS;B;FBHS-RM;1;0.001
Meta Platforms Inc;B;FB-RM;1;0.001
Freeport-McMoRan Inc;B;FCX-RM;1;0.001
FedEx Corporation;B;FDX-RM;1;0.001
FirstEnergy Corp ORD SHS;B;FE-RM;1;0.001
F5 Inc;B;FFIV-RM;1;0.001
Fidelity NI Svcs Inc ORD SHS;B;FIS-RM;1;0.001
Fiserv Inc;B;FISV-RM;1;0.001
Fifth Third Bancorp ORD SHS;B;FITB-RM;1;0.001
FleetCor Technol Inc ORD SHS;B;FLT-RM;1;0.001
FMC Corporation ORD SHS;B;FMC-RM;1;0.001
Funko Ord Shs Class A;B;FNKO-RM;1;0.001
Fox Corporation;B;FOX-RM;1;0.001
Ford Motor Company;B;F-RM;1;0.001
First Solar Ord Shs;B;FSLR-RM;1;0.001
Fastly Ord Shs Class A;B;FSLY-RM;1;0.001
Fortinet Inc ORD SHS;B;FTNT-RM;1;0.001
Fortive Corporation ORD SHS;B;FTV-RM;1;0.001
General Dynamics Ord Shs;B;GD-RM;1;0.001
General Electric Company;B;GE-RM;1;0.001
Gevo Inc ORD SHS;B;GEVO-RM;1;0.001
Gilead Sciences Inc;B;GILD-RM;1;0.001
General Mills Inc ORD SHS;B;GIS-RM;1;0.001
Corning Incorporated;B;GLW-RM;1;0.001
General Motors Company;B;GM-RM;1;0.001
Generac Holdings Inc ORD SHS;B;GNRC-RM;1;0.001
Alphabet IncCL C;B;GOOG-RM;1;0.001
Genuine Parts Ord Shs;B;GPC-RM;1;0.001
Global Payments Inc ORD SHS;B;GPN-RM;1;0.001
Gap Inc;B;GPS-RM;1;0.001
The Goldman Sachs Group Inc;B;GS-RM;1;0.001
G1 Therapeutics Inc;B;GTHX-RM;1;0.001
Goodyear Tire  Rubber Company;B;GT-RM;1;0.001
WW Grainger Ord Shs;B;GWW-RM;1;0.001
Halliburton Company;B;HAL-RM;1;0.001
Hasbro IncORD SHS;B;HAS-RM;1;0.001
Huntington Bancshares Ord Shs;B;HBAN-RM;1;0.001
Hanesbrands Inc ORD SHS;B;HBI-RM;1;0.001
HCA HOLDINGS INC ORDSHS;B;HCA-RM;1;0.001
The Home Depot Inc;B;HD-RM;1;0.001
Hess Corporation ORD SHS;B;HES-RM;1;0.001
The Hartford ORD SHS;B;HIG-RM;1;0.001
Huntington Ingalls Ind ORD SHS;B;HII-RM;1;0.001
Hilton Worldwide Hold ORD SHS;B;HLT-RM;1;0.001
Hologic Inc ORD SHS;B;HOLX-RM;1;0.001
Honeywell International Inc;B;HON-RM;1;0.001
Robinhood Markets Ord Shs A;B;HOOD-RM;1;0.001
Hewlett Packard Enterprise;B;HPE-RM;1;0.001
HP Inc;B;HPQ-RM;1;0.001
Hormel Foods Ord Shs;B;HRL-RM;1;0.001
Heron Therapeutics Ord Shs;B;HRTX-RM;1;0.001
Henry Schein Inc ORD SHS;B;HSIC-RM;1;0.001
The Hershey Company;B;HSY-RM;1;0.001
Humana Inc;B;HUM-RM;1;0.001
Howmet Aerospace Inc ORD SHS;B;HWM-RM;1;0.001
Intl Business Machines Corp;B;IBM-RM;1;0.001
Intercontinental Exchan ORDSHS;B;ICE-RM;1;0.001
IDEXX LABORATORIES INC ORDSHS;B;IDXX-RM;1;0.001
IDEX Corporation ORD SHS;B;IEX-RM;1;0.001
Inter FlavFrag Inc ORD SHS;B;IFF-RM;1;0.001
Illumina Inc;B;ILMN-RM;1;0.001
Incyte Corporation;B;INCY-RM;1;0.001
Intel Corporation;B;INTC-RM;1;0.001
Intuit Inc;B;INTU-RM;1;0.001
IPG Photonics CoORD SHS;B;IPGP-RM;1;0.001
